# Table 3 Detailed positions, widths and lengths of mirror plates
#
#
#Row01          L (m)     RH (m)     RM (m)       RP (m)       Width (m)
   23        0.025175   1.144231   1.146027   1.146627    0.090609
   24        0.025175   1.145005   1.146802   1.147402    0.090609
   25        0.025175   1.145779   1.147577   1.148177    0.090609
   26        0.025175   1.146553   1.148352   1.148953    0.090609
   27        0.025175   1.147326   1.149127   1.149728    0.090609
   28        0.025175     1.1481   1.149902   1.150504    0.090609
   29        0.025175   1.148874   1.150677   1.151279    0.090609
   30        0.025175   1.149648   1.151452   1.152054    0.090609
   31        0.025175   1.150422   1.152227    1.15283    0.090609
     32      0.025175   1.151195   1.153002   1.153605    0.090609
     33      0.025175   1.151969   1.153777   1.154381    0.090609
     34      0.025175   1.152743   1.154552   1.155156    0.090609
     35      0.025175   1.155064   1.156877   1.157482    0.090609
     36      0.025175   1.155838   1.157652   1.158258    0.090609
     37      0.025175   1.156612   1.158427   1.159033    0.090609
     38      0.025175   1.157386   1.159202   1.159808    0.090609
     39      0.025175    1.15816   1.159977   1.160584    0.090609
     40      0.025175   1.158933   1.160752   1.161359    0.090609
     41      0.025175   1.159707   1.161527   1.162135    0.090609
     42      0.025175   1.160481   1.162302    1.16291    0.090609
     43      0.025175   1.161255   1.163077   1.163685    0.090609
     44      0.025175   1.162029   1.163852   1.164461    0.090609
     45      0.025175   1.162802   1.164627   1.165236    0.090609
     46      0.025175   1.163576   1.165402   1.166012    0.090609
     47      0.025175    1.16435   1.166177   1.166787    0.090609
     48      0.025175   1.165124   1.166952   1.167562    0.090609
     49      0.025175   1.165897   1.167727   1.168338    0.090609
     50      0.025175   1.166671   1.168502   1.169113    0.090609
     51      0.025175   1.167445   1.169277   1.169889    0.090609
     52      0.025175   1.168219   1.170052   1.170664    0.090609
     53      0.025175   1.168993   1.170827   1.171439    0.090609
     54      0.025175   1.169766   1.171602   1.172215    0.090609
     55      0.025175    1.17054   1.172377    1.17299    0.090609
     56      0.025175   1.171314   1.173152   1.173766    0.090609
     57      0.025175   1.172088   1.173927   1.174541    0.090609
     58      0.025175   1.172862   1.174702   1.175316    0.090609
     59      0.025175   1.173635   1.175477   1.176092    0.090609
     60      0.025175   1.174409   1.176252   1.176867    0.090609
     61      0.025175   1.175183   1.177027   1.177643    0.090609
     62      0.025175   1.175957   1.177802   1.178418    0.090609
     63      0.025175   1.176731   1.178577   1.179194    0.090609
     64      0.025175   1.177504   1.179352   1.179969    0.090609
     65      0.025175   1.178278   1.180127   1.180744    0.090609
     66      0.025175   1.179052   1.180902    1.18152    0.090609
     67      0.025175   1.179826   1.181677   1.182295    0.090609
     68      0.025175     1.1806   1.182452   1.183071    0.090609


#Row16          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.023898   1.189401   1.191172   1.191763     0.08708
    2        0.023898   1.190174   1.191947   1.192539     0.08708
    3        0.023898   1.190948   1.192722   1.193314     0.08708
    4        0.023898   1.191722   1.193497    1.19409     0.08708
    5        0.023898   1.192496   1.194272   1.194865     0.08708
    6        0.023898    1.19327   1.195047    1.19564     0.08708
    7        0.023898   1.194044   1.195822   1.196416     0.08708
    8        0.023898   1.194818   1.196597   1.197191     0.08708
    9        0.023898   1.195592   1.197372   1.197967     0.08708
     10      0.023898   1.196365   1.198147   1.198742   0.08708
     11      0.023898   1.197139   1.198922   1.199517   0.08708
     12      0.023898   1.197913   1.199697   1.200293   0.08708
     13      0.023898   1.198687   1.200472   1.201068   0.08708
     14      0.023898   1.199461   1.201247   1.201843   0.08708
     15      0.023898   1.200235   1.202022   1.202619   0.08708
     16      0.023898   1.201008   1.202797   1.203394   0.08708
     17      0.023898   1.201782   1.203572    1.20417   0.08708
     18      0.023898   1.202556   1.204347   1.204945   0.08708
     19      0.023898    1.20333   1.205122    1.20572   0.08708
     20      0.023898   1.204104   1.205897   1.206496   0.08708
     21      0.023898   1.204878   1.206672   1.207271   0.08708
     22      0.023898   1.205652   1.207447   1.208046   0.08708
     23      0.023898   1.206425   1.208222   1.208822   0.08708
     24      0.023898   1.207199   1.208997   1.209597   0.08708
     25      0.023898   1.207973   1.209772   1.210373   0.08708
     26      0.023898   1.208747   1.210547   1.211148   0.08708
     27      0.023898   1.209521   1.211322   1.211923   0.08708
     28      0.023898   1.210295   1.212097   1.212699   0.08708
     29      0.023898   1.211069   1.212872   1.213474   0.08708
     30      0.023898   1.211842   1.213647   1.214249   0.08708
     31      0.023898   1.212616   1.214422   1.215025   0.08708
     32      0.023898    1.21339   1.215197     1.2158   0.08708
     33      0.023898   1.214164   1.215972   1.216576   0.08708
     34      0.023898   1.214938   1.216747   1.217351   0.08708
     35      0.023898   1.217259   1.219072   1.219677   0.08708
     36      0.023898   1.218033   1.219847   1.220453   0.08708
     37      0.023898   1.218807   1.220622   1.221228   0.08708
     38      0.023898   1.219581   1.221397   1.222003   0.08708
     39      0.023898   1.220355   1.222172   1.222779   0.08708
     40      0.023898   1.221129   1.222947   1.223554   0.08708
     41      0.023898   1.221903   1.223722   1.224329   0.08708
     42      0.023898   1.222676   1.224497   1.225105   0.08708
     43      0.023898    1.22345   1.225272    1.22588   0.08708
     44      0.023898   1.224224   1.226047   1.226656   0.08708
     45      0.023898   1.224998   1.226822   1.227431   0.08708
     46      0.023898   1.225772   1.227597   1.228206   0.08708
     47      0.023898   1.226546   1.228372   1.228982   0.08708
     48      0.023898    1.22732   1.229147   1.229757   0.08708
     49      0.023898   1.228093   1.229922   1.230532   0.08708
     50      0.023898   1.228867   1.230697   1.231308   0.08708
     51      0.023898   1.229641   1.231472   1.232083   0.08708
     52      0.023898   1.230415   1.232247   1.232859   0.08708
     53      0.023898   1.231189   1.233022   1.233634   0.08708
     54      0.023898   1.231963   1.233797   1.234409   0.08708
     55      0.023898   1.232737   1.234572   1.235185   0.08708
     56      0.023898   1.233511   1.235347    1.23596   0.08708
     57      0.023898   1.234284   1.236122   1.236736   0.08708
     58      0.023898   1.235058   1.236897   1.237511   0.08708
     59      0.023898   1.235832   1.237672   1.238286     0.08708
     60      0.023898   1.236606   1.238447   1.239062     0.08708
     61      0.023898    1.23738   1.239222   1.239837     0.08708
     62      0.023898   1.238154   1.239997   1.240612     0.08708
     63      0.023898   1.238928   1.240772   1.241388     0.08708
     64      0.023898   1.239701   1.241547   1.242163     0.08708
     65      0.023898   1.240475   1.242322   1.242939     0.08708
     66      0.023898   1.241249   1.243097   1.243714     0.08708
     67      0.023898   1.242023   1.243872   1.244489     0.08708
     68      0.023898   1.242797   1.244647   1.245265     0.08708


#Row17          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.022746   1.251594   1.253367   1.253959     0.09251
    2        0.022746   1.252368   1.254142   1.254734     0.09251
    3        0.022746   1.253142   1.254917    1.25551     0.09251
    4        0.022746   1.253916   1.255692   1.256285     0.09251
    5        0.022746   1.254689   1.256467    1.25706     0.09251
    6        0.022746   1.255463   1.257242   1.257836     0.09251
    7        0.022746   1.256237   1.258017   1.258611     0.09251
    8        0.022746   1.257011   1.258792   1.259386     0.09251
    9        0.022746   1.257785   1.259567   1.260162     0.09251
   10        0.022746   1.258559   1.260342   1.260937     0.09251
   11        0.022746   1.259333   1.261117   1.261713     0.09251
   12        0.022746   1.260107   1.261892   1.262488     0.09251
   13        0.022746   1.260881   1.262667   1.263263     0.09251
   14        0.022746   1.261655   1.263442   1.264039     0.09251
   15        0.022746   1.262429   1.264217   1.264814     0.09251
   16        0.022746   1.263202   1.264992   1.265589     0.09251
   17        0.022746   1.263976   1.265767   1.266365     0.09251
   18        0.022746    1.26475   1.266542    1.26714     0.09251
   19        0.022746   1.265524   1.267317   1.267916     0.09251
   20        0.022746   1.266298   1.268092   1.268691     0.09251
   21        0.022746   1.267072   1.268867   1.269466     0.09251
   22        0.022746   1.267846   1.269642   1.270242     0.09251
   23        0.022746    1.26862   1.270417   1.271017     0.09251
   24        0.022746   1.269394   1.271192   1.271792     0.09251
   25        0.022746   1.270168   1.271967   1.272568     0.09251
   26        0.022746   1.270942   1.272742   1.273343     0.09251
   27        0.022746   1.271716   1.273517   1.274118     0.09251
   28        0.022746   1.272489   1.274292   1.274894     0.09251
   29        0.022746   1.273263   1.275067   1.275669     0.09251
   30        0.022746   1.274037   1.275842   1.276445     0.09251
   31        0.022746   1.274811   1.276617    1.27722     0.09251
   32        0.022746   1.275585   1.277392   1.277995     0.09251
   33        0.022746   1.276359   1.278167   1.278771     0.09251
   34        0.022746   1.277133   1.278942   1.279546     0.09251
   35        0.022746   1.279455   1.281267   1.281872     0.09251
   36        0.022746   1.280229   1.282042   1.282647     0.09251
     37      0.022746   1.281002   1.282817   1.283423     0.09251
     38      0.022746   1.281776   1.283592   1.284198     0.09251
     39      0.022746    1.28255   1.284367   1.284974     0.09251
     40      0.022746   1.283324   1.285142   1.285749     0.09251
     41      0.022746   1.284098   1.285917   1.286524     0.09251
     42      0.022746   1.284872   1.286692     1.2873     0.09251
     43      0.022746   1.285646   1.287467   1.288075     0.09251
     44      0.022746    1.28642   1.288242    1.28885     0.09251
     45      0.022746   1.287194   1.289017   1.289626     0.09251
     46      0.022746   1.287968   1.289792   1.290401     0.09251
     47      0.022746   1.288742   1.290567   1.291176     0.09251
     48      0.022746   1.289515   1.291342   1.291952     0.09251
     49      0.022746   1.290289   1.292117   1.292727     0.09251
     50      0.022746   1.291063   1.292892   1.293503     0.09251
     51      0.022746   1.291837   1.293667   1.294278     0.09251
     52      0.022746   1.292611   1.294442   1.295053     0.09251
     53      0.022746   1.293385   1.295217   1.295829     0.09251
     54      0.022746   1.294159   1.295992   1.296604     0.09251
     55      0.022746   1.294933   1.296767   1.297379     0.09251
     56      0.022746   1.295707   1.297542   1.298155     0.09251
     57      0.022746   1.296481   1.298317    1.29893     0.09251
     58      0.022746   1.297255   1.299092   1.299705     0.09251
     59      0.022746   1.298029   1.299867   1.300481     0.09251
     60      0.022746   1.298802   1.300642   1.301256     0.09251
     61      0.022746   1.299576   1.301417   1.302031     0.09251
     62      0.022746    1.30035   1.302192   1.302807     0.09251
     63      0.022746   1.301124   1.302967   1.303582     0.09251
     64      0.022746   1.301898   1.303742   1.304358     0.09251
     65      0.022746   1.302672   1.304517   1.305133     0.09251
     66      0.022746   1.303446   1.305292   1.305908     0.09251
     67      0.022746    1.30422   1.306067   1.306684     0.09251
     68      0.022746   1.304994   1.306842   1.307459     0.09251


#Row18         L (m)      RH (m)     RM (m)     RP (m)    Width (m)
    1         0.0217    1.313787   1.315562   1.316155    0.089107
    2         0.0217    1.314561   1.316337    1.31693    0.089107
    3         0.0217    1.315335   1.317112   1.317705    0.089107
    4         0.0217    1.316109   1.317887   1.318481    0.089107
    5         0.0217    1.316883   1.318662   1.319256    0.089107
    6         0.0217    1.317657   1.319437   1.320031    0.089107
    7         0.0217    1.318431   1.320212   1.320807    0.089107
    8         0.0217    1.319205   1.320987   1.321582    0.089107
    9         0.0217    1.319979   1.321762   1.322357    0.089107
   10         0.0217    1.320753   1.322537   1.323133    0.089107
   11         0.0217    1.321527   1.323312   1.323908    0.089107
   12         0.0217    1.322301   1.324087   1.324683    0.089107
   13         0.0217    1.323075   1.324862   1.325459    0.089107
   14         0.0217    1.323849   1.325637   1.326234    0.089107
     15      0.0217   1.324623   1.326412   1.327009   0.089107
     16      0.0217   1.325397   1.327187   1.327785   0.089107
     17      0.0217   1.326171   1.327962    1.32856   0.089107
     18      0.0217   1.326944   1.328737   1.329335   0.089107
     19      0.0217   1.327718   1.329512   1.330111   0.089107
     20      0.0217   1.328492   1.330287   1.330886   0.089107
     21      0.0217   1.329266   1.331062   1.331662   0.089107
     22      0.0217    1.33004   1.331837   1.332437   0.089107
     23      0.0217   1.330814   1.332612   1.333212   0.089107
     24      0.0217   1.331588   1.333387   1.333987   0.089107
     25      0.0217   1.332362   1.334162   1.334763   0.089107
     26      0.0217   1.333136   1.334937   1.335538   0.089107
     27      0.0217    1.33391   1.335712   1.336314   0.089107
     28      0.0217   1.334684   1.336487   1.337089   0.089107
     29      0.0217   1.335458   1.337262   1.337864   0.089107
     30      0.0217   1.336232   1.338037    1.33864   0.089107
     31      0.0217   1.337006   1.338812   1.339415   0.089107
     32      0.0217    1.33778   1.339587    1.34019   0.089107
     33      0.0217   1.338554   1.340362   1.340966   0.089107
     34      0.0217   1.339328   1.341137   1.341741   0.089107
     35      0.0217    1.34165   1.343462   1.344067   0.089107
     36      0.0217   1.342424   1.344237   1.344842   0.089107
     37      0.0217   1.343198   1.345012   1.345618   0.089107
     38      0.0217   1.343972   1.345787   1.346393   0.089107
     39      0.0217   1.344746   1.346562   1.347168   0.089107
     40      0.0217    1.34552   1.347337   1.347944   0.089107
     41      0.0217   1.346294   1.348112   1.348719   0.089107
     42      0.0217   1.347068   1.348887   1.349494   0.089107
     43      0.0217   1.347841   1.349662    1.35027   0.089107
     44      0.0217   1.348616   1.350437   1.351045   0.089107
     45      0.0217   1.349389   1.351212    1.35182   0.089107
     46      0.0217   1.350163   1.351987   1.352596   0.089107
     47      0.0217   1.350937   1.352762   1.353371   0.089107
     48      0.0217   1.351711   1.353537   1.354146   0.089107
     49      0.0217   1.352485   1.354312   1.354922   0.089107
     50      0.0217   1.353259   1.355087   1.355697   0.089107
     51      0.0217   1.354033   1.355862   1.356473   0.089107
     52      0.0217   1.354807   1.356637   1.357248   0.089107
     53      0.0217   1.355581   1.357412   1.358023   0.089107
     54      0.0217   1.356355   1.358187   1.358799   0.089107
     55      0.0217   1.357129   1.358962   1.359574   0.089107
     56      0.0217   1.357903   1.359737   1.360349   0.089107
     57      0.0217   1.358677   1.360512   1.361125   0.089107
     58      0.0217   1.359451   1.361287     1.3619   0.089107
     59      0.0217   1.360225   1.362062   1.362675   0.089107
     60      0.0217   1.360999   1.362837   1.363451   0.089107
     61      0.0217   1.361773   1.363612   1.364226   0.089107
     62      0.0217   1.362547   1.364387   1.365001   0.089107
     63      0.0217   1.363321   1.365162   1.365777   0.089107
     64        0.0217   1.364095   1.365937   1.366552    0.089107
     65        0.0217   1.364869   1.366712   1.367327    0.089107
     66        0.0217   1.365643   1.367487   1.368103    0.089107
     67        0.0217   1.366417   1.368262   1.368878    0.089107
     68        0.0217   1.367191   1.369037   1.369653    0.089107


#Row19          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.020748   1.375981   1.377757    1.37835     0.09412
    2        0.020748   1.376755   1.378532   1.379125     0.09412
    3        0.020748   1.377529   1.379307   1.379901     0.09412
    4        0.020748   1.378303   1.380082   1.380676     0.09412
    5        0.020748   1.379077   1.380857   1.381451     0.09412
    6        0.020748   1.379851   1.381632   1.382227     0.09412
    7        0.020748   1.380625   1.382407   1.383002     0.09412
    8        0.020748   1.381399   1.383182   1.383777     0.09412
    9        0.020748   1.382173   1.383957   1.384553     0.09412
   10        0.020748   1.382947   1.384732   1.385328     0.09412
   11        0.020748   1.383721   1.385507   1.386103     0.09412
   12        0.020748   1.384495   1.386282   1.386879     0.09412
   13        0.020748   1.385269   1.387057   1.387654     0.09412
   14        0.020748   1.386043   1.387832   1.388429     0.09412
   15        0.020748   1.386817   1.388607   1.389205     0.09412
   16        0.020748   1.387591   1.389382    1.38998     0.09412
   17        0.020748   1.388365   1.390157   1.390755     0.09412
   18        0.020748   1.389139   1.390932   1.391531     0.09412
   19        0.020748   1.389913   1.391707   1.392306     0.09412
   20        0.020748   1.390687   1.392482   1.393081     0.09412
   21        0.020748   1.391461   1.393257   1.393857     0.09412
   22        0.020748   1.392235   1.394032   1.394632     0.09412
   23        0.020748   1.393009   1.394807   1.395407     0.09412
   24        0.020748   1.393783   1.395582   1.396183     0.09412
   25        0.020748   1.394557   1.396357   1.396958     0.09412
   26        0.020748   1.395331   1.397132   1.397733     0.09412
   27        0.020748   1.396105   1.397907   1.398509     0.09412
   28        0.020748   1.396879   1.398682   1.399284     0.09412
   29        0.020748   1.397653   1.399457   1.400059     0.09412
   30        0.020748   1.398427   1.400232   1.400835     0.09412
   31        0.020748   1.399201   1.401007    1.40161     0.09412
   32        0.020748   1.399975   1.401782   1.402385     0.09412
   33        0.020748   1.400749   1.402557   1.403161     0.09412
   34        0.020748   1.401523   1.403332   1.403936     0.09412
   35        0.020748   1.403845   1.405657   1.406262     0.09412
   36        0.020748   1.404619   1.406432   1.407037     0.09412
   37        0.020748   1.405393   1.407207   1.407813     0.09412
   38        0.020748   1.406167   1.407982   1.408588     0.09412
   39        0.020748   1.406941   1.408757   1.409363     0.09412
   40        0.020748   1.407715   1.409532   1.410139     0.09412
   41        0.020748   1.408489   1.410307   1.410914     0.09412
     42      0.020748   1.409263   1.411082   1.411689     0.09412
     43      0.020748   1.410037   1.411857   1.412465     0.09412
     44      0.020748   1.410811   1.412632    1.41324     0.09412
     45      0.020748   1.411585   1.413407   1.414015     0.09412
     46      0.020748   1.412359   1.414182   1.414791     0.09412
     47      0.020748   1.413133   1.414957   1.415566     0.09412
     48      0.020748   1.413907   1.415732   1.416341     0.09412
     49      0.020748   1.414681   1.416507   1.417116     0.09412
     50      0.020748   1.415455   1.417282   1.417892     0.09412
     51      0.020748   1.416229   1.418057   1.418667     0.09412
     52      0.020748   1.417003   1.418832   1.419443     0.09412
     53      0.020748   1.417777   1.419607   1.420218     0.09412
     54      0.020748   1.418551   1.420382   1.420993     0.09412
     55      0.020748   1.419325   1.421157   1.421768     0.09412
     56      0.020748   1.420099   1.421932   1.422544     0.09412
     57      0.020748   1.420873   1.422707   1.423319     0.09412
     58      0.020748   1.421647   1.423482   1.424095     0.09412
     59      0.020748   1.422421   1.424257    1.42487     0.09412
     60      0.020748   1.423195   1.425032   1.425645     0.09412
     61      0.020748   1.423969   1.425807    1.42642     0.09412
     62      0.020748   1.424743   1.426582   1.427196     0.09412
     63      0.020748   1.425517   1.427357   1.427971     0.09412
     64      0.020748   1.426291   1.428132   1.428746     0.09412
     65      0.020748   1.427065   1.428907   1.429522     0.09412
     66      0.020748   1.427839   1.429682   1.430297     0.09412
     67      0.020748   1.428613   1.430457   1.431072     0.09412
     68      0.020748   1.429387   1.431232   1.431848     0.09412

#Row20          L (m)     RH (m)     RM (m)     RP (m)    Width (m)
    1        0.019876   1.438174   1.439952   1.440545    0.090845
    2        0.019876   1.438948   1.440727   1.441321    0.090845
    3        0.019876   1.439722   1.441502   1.442096    0.090845
    4        0.019876   1.440496   1.442277   1.442871    0.090845
    5        0.019876    1.44127   1.443052   1.443647    0.090845
    6        0.019876   1.442044   1.443827   1.444422    0.090845
    7        0.019876   1.442819   1.444602   1.445197    0.090845
    8        0.019876   1.443593   1.445377   1.445973    0.090845
    9        0.019876   1.444367   1.446152   1.446748    0.090845
   10        0.019876   1.445141   1.446927   1.447523    0.090845
   11        0.019876   1.445915   1.447702   1.448299    0.090845
   12        0.019876   1.446689   1.448477   1.449074    0.090845
   13        0.019876   1.447463   1.449252   1.449849    0.090845
   14        0.019876   1.448237   1.450027   1.450625    0.090845
   15        0.019876   1.449011   1.450802     1.4514    0.090845
   16        0.019876   1.449785   1.451577   1.452175    0.090845
   17        0.019876   1.450559   1.452352   1.452951    0.090845
   18        0.019876   1.451333   1.453127   1.453726    0.090845
   19        0.019876   1.452107   1.453902   1.454501    0.090845
   20        0.019876   1.452881   1.454677   1.455276    0.090845
     21      0.019876   1.453655   1.455452   1.456052   0.090845
     22      0.019876   1.454429   1.456227   1.456827   0.090845
     23      0.019876   1.455203   1.457002   1.457602   0.090845
     24      0.019876   1.455977   1.457777   1.458378   0.090845
     25      0.019876   1.456751   1.458552   1.459153   0.090845
     26      0.019876   1.457526   1.459327   1.459928   0.090845
     27      0.019876     1.4583   1.460102   1.460704   0.090845
     28      0.019876   1.459074   1.460877   1.461479   0.090845
     29      0.019876   1.459848   1.461652   1.462254   0.090845
     30      0.019876   1.460622   1.462427    1.46303   0.090845
     31      0.019876   1.461396   1.463202   1.463805   0.090845
     32      0.019876    1.46217   1.463977    1.46458   0.090845
     33      0.019876   1.462944   1.464752   1.465356   0.090845
     34      0.019876   1.463718   1.465527   1.466131   0.090845
     35      0.019876    1.46604   1.467852   1.468457   0.090845
     36      0.019876   1.466814   1.468627   1.469232   0.090845
     37      0.019876   1.467588   1.469402   1.470007   0.090845
     38      0.019876   1.468362   1.470177   1.470783   0.090845
     39      0.019876   1.469136   1.470952   1.471558   0.090845
     40      0.019876    1.46991   1.471727   1.472333   0.090845
     41      0.019876   1.470685   1.472502   1.473109   0.090845
     42      0.019876   1.471459   1.473277   1.473884   0.090845
     43      0.019876   1.472233   1.474052   1.474659   0.090845
     44      0.019876   1.473007   1.474827   1.475435   0.090845
     45      0.019876   1.473781   1.475602    1.47621   0.090845
     46      0.019876   1.474555   1.476377   1.476985   0.090845
     47      0.019876   1.475329   1.477152   1.477761   0.090845
     48      0.019876   1.476103   1.477927   1.478536   0.090845
     49      0.019876   1.476877   1.478702   1.479311   0.090845
     50      0.019876   1.477651   1.479477   1.480087   0.090845
     51      0.019876   1.478425   1.480252   1.480862   0.090845
     52      0.019876   1.479199   1.481027   1.481637   0.090845
     53      0.019876   1.479973   1.481802   1.482413   0.090845
     54      0.019876   1.480747   1.482577   1.483188   0.090845
     55      0.019876   1.481521   1.483352   1.483963   0.090845
     56      0.019876   1.482295   1.484127   1.484739   0.090845
     57      0.019876   1.483069   1.484902   1.485514   0.090845
     58      0.019876   1.483843   1.485677   1.486289   0.090845
     59      0.019876   1.484618   1.486452   1.487064   0.090845
     60      0.019876   1.485392   1.487227    1.48784   0.090845
     61      0.019876   1.486166   1.488002   1.488615   0.090845
     62      0.019876    1.48694   1.488777    1.48939   0.090845
     63      0.019876   1.487714   1.489552   1.490166   0.090845
     64      0.019876   1.488488   1.490327   1.490941   0.090845
     65      0.019876   1.489262   1.491102   1.491716   0.090845
     66      0.019876   1.490036   1.491877   1.492492   0.090845
     67      0.019876    1.49081   1.492652   1.493267   0.090845
     68      0.019876   1.491584   1.493427   1.494042   0.090845


